0.000000 -65.000000 -75.000000
1.000000 -64.400000 -73.900000
2.000000 -63.830000 -72.855000
3.000000 -63.288500 -71.862250
4.000000 -62.774075 -70.919138
5.000000 -62.285371 -70.023181
6.000000 -61.821103 -69.172022
7.000000 -61.380048 -68.363421
8.000000 -60.961045 -67.595249
9.000000 -60.562993 -66.865487
10.000000 -60.184843 -66.172213
11.000000 -59.825601 -65.513602
12.000000 -59.484321 -64.887922
13.000000 -59.160105 -64.293526
14.000000 -58.852100 -63.728850
15.000000 -58.559495 -63.192407
16.000000 -58.281520 -62.682787
17.000000 -58.017444 -62.198647
18.000000 -57.766572 -61.738715
19.000000 -57.528243 -61.301779
20.000000 -57.301831 -60.886690
21.000000 -57.086740 -60.492356
22.000000 -56.882403 -60.117738
23.000000 -56.688282 -59.761851
24.000000 -56.503868 -59.423759
25.000000 -56.328675 -59.102571
26.000000 -56.162241 -58.797442
27.000000 -56.004129 -58.507570
28.000000 -55.853923 -58.232191
29.000000 -55.711226 -57.970582
30.000000 -55.575665 -57.722053
31.000000 -55.446882 -57.485950
32.000000 -55.324538 -57.261653
33.000000 -55.208311 -57.048570
34.000000 -55.097895 -56.846142
34.000000 0 -56.653834
35.000000 -65.000000 -56.653834
36.000000 -64.400000 -56.471143
37.000000 -63.830000 -56.297586
38.000000 -63.288500 -56.132706
39.000000 -62.774075 -55.976071
40.000000 -62.285371 -55.827267
41.000000 -61.821103 -55.685904
42.000000 -61.380048 -55.551609
43.000000 -60.961045 -55.424028
44.000000 -60.562993 -55.302827
45.000000 -60.184843 -55.187686
46.000000 -59.825601 -55.078301
46.000000 -59.484321 0
47.000000 -59.484321 -65.000000
48.000000 -59.160105 -64.400000
49.000000 -58.852100 -63.830000
50.000000 -58.559495 -63.288500
51.000000 -58.281520 -62.774075
52.000000 -58.017444 -62.285371
53.000000 -57.766572 -61.821103
54.000000 -57.528243 -61.380048
55.000000 -57.301831 -60.961045
56.000000 -57.086740 -60.562993
57.000000 -56.882403 -60.184843
58.000000 -56.688282 -59.825601
59.000000 -56.503868 -59.484321
60.000000 -56.328675 -59.160105
61.000000 -56.162241 -58.852100
62.000000 -56.004129 -58.559495
63.000000 -55.853923 -58.281520
64.000000 -55.711226 -58.017444
65.000000 -55.575665 -57.766572
66.000000 -55.446882 -57.528243
67.000000 -55.324538 -57.301831
68.000000 -55.208311 -57.086740
69.000000 -55.097895 -56.882403
69.000000 0 -56.688282
70.000000 -65.000000 -56.688282
71.000000 -64.400000 -56.503868
72.000000 -63.830000 -56.328675
73.000000 -63.288500 -56.162241
74.000000 -62.774075 -56.004129
75.000000 -62.285371 -55.853923
76.000000 -61.821103 -55.711226
77.000000 -61.380048 -55.575665
78.000000 -60.961045 -55.446882
79.000000 -60.562993 -55.324538
80.000000 -60.184843 -55.208311
81.000000 -59.825601 -55.097895
81.000000 -59.484321 0
82.000000 -59.484321 -65.000000
83.000000 -59.160105 -64.400000
84.000000 -58.852100 -63.830000
85.000000 -58.559495 -63.288500
86.000000 -58.281520 -62.774075
87.000000 -58.017444 -62.285371
88.000000 -57.766572 -61.821103
89.000000 -57.528243 -61.380048
90.000000 -57.301831 -60.961045
91.000000 -57.086740 -60.562993
92.000000 -56.882403 -60.184843
93.000000 -56.688282 -59.825601
94.000000 -56.503868 -59.484321
95.000000 -56.328675 -59.160105
96.000000 -56.162241 -58.852100
97.000000 -56.004129 -58.559495
98.000000 -55.853923 -58.281520
99.000000 -55.711226 -58.017444
100.000000 -55.575665 -57.766572
101.000000 -55.446882 -57.528243
102.000000 -55.324538 -57.301831
103.000000 -55.208311 -57.086740
104.000000 -55.097895 -56.882403
104.000000 0 -56.688282
105.000000 -65.000000 -56.688282
106.000000 -64.400000 -56.503868
107.000000 -63.830000 -56.328675
108.000000 -63.288500 -56.162241
109.000000 -62.774075 -56.004129
110.000000 -62.285371 -55.853923
111.000000 -61.821103 -55.711226
112.000000 -61.380048 -55.575665
113.000000 -60.961045 -55.446882
114.000000 -60.562993 -55.324538
115.000000 -60.184843 -55.208311
116.000000 -59.825601 -55.097895
116.000000 -59.484321 0
117.000000 -59.484321 -65.000000
118.000000 -59.160105 -64.400000
119.000000 -58.852100 -63.830000
120.000000 -58.559495 -63.288500
121.000000 -58.281520 -62.774075
122.000000 -58.017444 -62.285371
123.000000 -57.766572 -61.821103
124.000000 -57.528243 -61.380048
125.000000 -57.301831 -60.961045
126.000000 -57.086740 -60.562993
127.000000 -56.882403 -60.184843
128.000000 -56.688282 -59.825601
129.000000 -56.503868 -59.484321
130.000000 -56.328675 -59.160105
131.000000 -56.162241 -58.852100
132.000000 -56.004129 -58.559495
133.000000 -55.853923 -58.281520
134.000000 -55.711226 -58.017444
135.000000 -55.575665 -57.766572
136.000000 -55.446882 -57.528243
137.000000 -55.324538 -57.301831
138.000000 -55.208311 -57.086740
139.000000 -55.097895 -56.882403
139.000000 0 -56.688282
140.000000 -65.000000 -56.688282
141.000000 -64.400000 -56.503868
142.000000 -63.830000 -56.328675
143.000000 -63.288500 -56.162241
144.000000 -62.774075 -56.004129
145.000000 -62.285371 -55.853923
146.000000 -61.821103 -55.711226
147.000000 -61.380048 -55.575665
148.000000 -60.961045 -55.446882
149.000000 -60.562993 -55.324538
150.000000 -60.184843 -55.208311
151.000000 -59.825601 -55.097895
151.000000 -59.484321 0
152.000000 -59.484321 -65.000000
153.000000 -59.160105 -64.400000
154.000000 -58.852100 -63.830000
155.000000 -58.559495 -63.288500
156.000000 -58.281520 -62.774075
157.000000 -58.017444 -62.285371
158.000000 -57.766572 -61.821103
159.000000 -57.528243 -61.380048
160.000000 -57.301831 -60.961045
161.000000 -57.086740 -60.562993
162.000000 -56.882403 -60.184843
163.000000 -56.688282 -59.825601
164.000000 -56.503868 -59.484321
165.000000 -56.328675 -59.160105
166.000000 -56.162241 -58.852100
167.000000 -56.004129 -58.559495
168.000000 -55.853923 -58.281520
169.000000 -55.711226 -58.017444
170.000000 -55.575665 -57.766572
171.000000 -55.446882 -57.528243
172.000000 -55.324538 -57.301831
173.000000 -55.208311 -57.086740
174.000000 -55.097895 -56.882403
174.000000 0 -56.688282
175.000000 -65.000000 -56.688282
176.000000 -64.400000 -56.503868
177.000000 -63.830000 -56.328675
178.000000 -63.288500 -56.162241
179.000000 -62.774075 -56.004129
180.000000 -62.285371 -55.853923
181.000000 -61.821103 -55.711226
182.000000 -61.380048 -55.575665
183.000000 -60.961045 -55.446882
184.000000 -60.562993 -55.324538
185.000000 -60.184843 -55.208311
186.000000 -59.825601 -55.097895
186.000000 -59.484321 0
187.000000 -59.484321 -65.000000
188.000000 -59.160105 -64.400000
189.000000 -58.852100 -63.830000
190.000000 -58.559495 -63.288500
191.000000 -58.281520 -62.774075
192.000000 -58.017444 -62.285371
193.000000 -57.766572 -61.821103
194.000000 -57.528243 -61.380048
195.000000 -57.301831 -60.961045
196.000000 -57.086740 -60.562993
197.000000 -56.882403 -60.184843
198.000000 -56.688282 -59.825601
199.000000 -56.503868 -59.484321
200.000000 -56.328675 -59.160105
201.000000 -56.162241 -58.852100
202.000000 -56.004129 -58.559495
203.000000 -55.853923 -58.281520
204.000000 -55.711226 -58.017444
